,student name,age,average mark
3175,Shane Painter,28,5.1
3171,Latanya Ligon,28,5.22
122,Rosie Seals,28,1.27
2464,Janice Howlett,28,2.28
3160,Kevin Molina,28,5.46
3264,Alejandro Lines,28,8.88
2337,Abigail Johnson,28,7.0
2329,Steve Furr,28,0.6
112,Russell Heck,28,6.9
3366,Stanley Hull,28,0.12
3362,Ethel Benson,28,7.0
2211,Alfred Bates,28,9.75
3359,Joshua Eaves,28,9.55
3348,Susan Suben,28,5.46
3345,Katherine Moore,28,9.89
3344,Holly Lyons,28,0.67
2224,Regina Ulibarri,28,8.0
2240,Joel Mayhugh,28,3.93
2257,Tracy Cleek,28,6.41
190,Leonard Butler,28,0.61
2267,Doris Hancock,28,9.54
2268,Melvin Mendez,28,0.43
3314,Kim Carr,28,9.44
2274,Billy Moses,28,6.45
188,Jennifer Proffitt,28,8.92
2291,Edward Cornett,28,7.59
2292,Kevin Clark,28,1.8
2293,Dessie Sapp,28,8.69
3300,Roberto Bruner,28,9.43
3290,Steven Cunningham,28,2.21
2480,Seth Ford,28,8.69
3152,Rosalina Betzer,28,3.17
3115,Jose Jordan,28,7.53
132,Carmen Burnell,28,2.22
156,Angela Nicewander,28,3.18
2652,Robert Forrest,28,8.93
2952,Paul Cooper,28,0.17
2944,Andrea Kerr,28,4.93
2694,Jeremy Sisto,28,1.8
2910,Lois Bells,28,9.07
2708,Amanda Fox,28,5.72
2903,Jason Fuller,28,9.92
2717,Sylvia Romero,28,7.47
2718,Nicholas Moyer,28,3.35
2723,Jorge Mcguire,28,4.5
2893,Lillie Pastor,28,6.67
2885,John Mikowski,28,1.33
2867,Kimberly Vandiver,28,7.17
2776,Dorothy Davis,28,3.45
2851,Juanita Hammond,28,3.37
2841,Terry Blow,28,2.63
2800,Henry Stuart,28,1.02
2804,Chris Alexander,28,3.28
2808,Sara Wilson,28,0.7
2816,Betty Hurst,28,1.89
2640,Daniel Thurmond,28,4.79
2632,Mary Owens,28,2.22
2511,Carrol Harris,28,5.98
2629,William Mortenson,28,1.06
3101,Terry Kiehl,28,2.19
2526,Holly Prehn,28,2.93
3083,Bruce Zuniga,28,3.63
2535,Hazel Stewart,28,7.06
2541,William Russell,28,7.8
2543,John Watts,28,0.46
3056,Carolyn Piro,28,7.25
2563,Lenore Corporan,28,6.93
3047,Eugene Anderson,28,9.34
3042,Julie Serbus,28,1.28
2573,Marcus James,28,0.78
3039,Karolyn Burns,28,3.87
3033,Merri Levingston,28,8.32
159,Eleanor Weingard,28,8.62
2597,Samuel Davila,28,8.68
3011,Reed Robinette,28,4.2
3007,Jean Doctor,28,1.89
2611,Lupe Stanfa,28,7.87
2994,Brian Smith,28,4.43
2624,Laura Bahr,28,2.85
2990,Melissa Miranda,28,9.17
2204,Fannie Strawbridge,28,7.9
2203,James Wirth,28,3.12
2202,Richard Thompson,28,6.38
1770,William Binkley,28,8.53
1779,John Butler,28,2.07
3725,Ophelia Goodridge,28,2.61
3717,Sandra Brooks,28,4.2
3713,Barbara Traynor,28,1.13
1794,Rose Harris,28,5.84
1800,Michael Gonzalez,28,6.61
3708,Wilma Padilla,28,3.63
1810,Leon Lewis,28,3.28
3687,Michael Cotto,28,4.92
3677,Melvin Thong,28,3.61
93,Mary Nunn,28,0.27
1840,Gene Summers,28,2.48
1841,Karen Rigby,28,7.08
94,Linda Fasano,28,5.74
3669,Mary Johnson,28,5.38
1851,Josephine Patterson,28,0.99
1857,Susan Metzler,28,8.7
3651,Robert Cowan,28,8.65
1873,Alfred Massey,28,9.63
1876,Ellen Kennedy,28,7.72
1878,Darrell Hampton,28,7.86
1777,Laura Tucker,28,6.36
1767,Allen Statler,28,6.84
3633,Carl Gracie,28,8.99
3746,Todd Miller,28,9.84
1632,Scott Holt,28,0.1
3858,Jessica Noel,28,2.83
3857,Ressie Roberts,28,1.92
1638,Carolyn Burkhardt,28,1.36
3844,Augusta Jones,28,1.31
1656,Lucia Dean,28,0.69
1660,Gary Ford,28,0.69
3832,Daniel Stevens,28,2.25
3821,Wesley Eguia,28,1.41
1692,Alexandra Zuber,28,4.34
3799,Jason Rooney,28,2.16
3795,John Augenstein,28,5.78
1705,Julia Sera,28,0.99
1711,Emma Whitis,28,3.2
3792,Agnes Robinson,28,1.55
1721,Jack Patterson,28,3.7
3768,Estella Scribner,28,0.06
1740,Donald Delafuente,28,7.18
1750,Carmen Mueller,28,5.83
222,Nelson Thorpe,28,2.46
1756,Jorge Paris,28,8.78
1893,John Smith,28,4.86
1902,Ronnie Hartline,28,9.17
2188,Michael Inman,28,1.55
2041,June Fagan,28,0.9
3508,Crystal Campbell,28,8.79
3506,Ronald Mose,28,1.23
2061,Jo Stewart,28,0.49
2062,Joshua Woodman,28,1.82
2084,Joshua Cotta,28,0.57
3477,Beverly Stewart,28,4.29
2092,Timmy Jack,28,0.97
2093,Howard Kidd,28,0.88
2101,Shawn Finnegan,28,4.51
2120,Heather Lanier,28,4.52
2123,Nancy Hall,28,2.56
3445,Larry Samuels,28,3.79
2127,Nathan Holland,28,4.23
2142,Theresa Wood,28,9.72
2148,Justin Hyatt,28,4.23
3424,Michael Anderson,28,9.0
2153,David Kohm,28,1.44
3396,Nicholas Johnson,28,5.84
2175,Harvey Miller,28,0.64
2179,Antoinette Chapman,28,2.09
3379,Miles Medina,28,3.18
2045,Hester Leger,28,5.2
2035,Kimberly Colon,28,2.05
3631,Edith Kowalewski,28,9.84
3529,Daniel Campbell,28,4.92
1915,Shannon Jennings,28,6.17
213,Bruce Stroud,28,3.11
1924,Judith Miles,28,4.55
3618,Matthew Young,28,9.68
1939,Charles Smith,28,1.96
1942,Elizabeth Rinck,28,8.59
1943,Charles Cyr,28,3.16
1946,Alan Langley,28,9.11
3599,Karen Byrd,28,7.24
3595,Lawrence Williams,28,4.88
3592,Rosemary Taylor,28,7.54
3589,Steve Varela,28,4.8
4410,Tyrone Acosta,28,4.08
3578,Paul Martin,28,9.39
1973,Jessica Goode,28,8.3
3567,Paula Edwards,28,9.96
3560,Diane Delaney,28,1.52
3551,Joan Harber,28,4.88
2001,Mary Billinger,28,1.63
2018,Jaime Kinder,28,5.57
2020,William Tuder,28,6.5
997,Anthony Gresham,28,0.29
2658,Myrtle Deleon,28,3.49
4537,Yolanda Nickel,28,4.11
785,Larry Samples,28,1.06
453,Matthew Hills,28,6.14
771,Wendy Scott,28,0.06
299,Susan Willis,28,8.81
21,Leigh Withrow,28,5.73
4516,Callie Jackson,28,8.22
4443,Ryan Velasquez,28,4.25
777,Mark Aguilar,28,1.37
686,Wesley Duncan,28,4.42
4602,Sheila Ott,28,3.97
287,Wesley Odonal,28,7.67
782,Phyllis Vincent,28,1.71
322,Jenifer Norris,28,4.32
4885,Mary Robey,28,5.09
4689,William Green,28,4.6
930,Bessie Watts,28,6.56
787,Raymond Bennett,28,9.11
4595,Donald Pies,28,8.53
4900,Christina Kriss,28,8.22
427,Kevin Olcott,28,1.59
968,John Ryan,28,9.69
4435,Corey Champion,28,4.13
4593,Craig Tarrant,28,3.36
323,Byron Beatty,28,6.97
586,Esther Thompson,28,5.32
418,Teresa Lafountain,28,9.14
4914,Freddy Locorriere,28,3.61
4591,Juanita Durham,28,1.19
931,Kelly Heyde,28,4.5
454,Donald Smith,28,4.97
576,Michelle Netzer,28,0.29
457,Linda Lindsey,28,2.01
4866,Sharon Mccrary,28,5.39
4634,Daniel White,28,7.7
4831,Darrell Reither,28,0.98
519,Judith Sellers,28,2.6
731,Harvey Cabler,28,2.01
4461,Cassandra Brennan,28,7.94
737,Kevin Thurmond,28,7.03
4457,Alex Perkins,28,5.02
524,Nichole Tickle,28,7.35
4812,Robin Lozano,28,4.12
505,Marissa Wheeler,28,4.51
503,Pierre Anderson,28,7.7
541,Jim Martinez,28,9.38
542,Bryant Schrock,28,9.78
496,Mark Finley,28,8.01
551,Michael Murphy,28,2.96
490,Brian Miller,28,4.57
489,Shirley Diaz,28,6.64
4452,Linda Long,28,2.25
4848,Andrea Barrera,28,4.13
482,Christopher Lagrange,28,0.56
4854,Korey Dunneback,28,1.57
700,Daniel Lopez,28,7.01
697,Timothy Church,28,0.19
760,Kimberly Hope,28,3.74
4446,Dorian Mccarthy,28,4.25
693,Mark Smith,28,8.79
572,Guillermo Mendoza,28,5.02
4917,Lucia Davis,28,6.31
4696,Michael Knight,28,9.26
671,Donna Ferguson,28,9.56
614,Maria Eisenberg,28,6.4
4941,Earlene Davies,28,8.67
817,Carl Ward,28,4.37
4575,Leslie Aragon,28,6.85
372,James Clark,28,5.79
28,Anna Hurt,28,1.55
32,Lorriane Derr,28,7.19
626,Joyce Ross,28,7.66
4480,Mary Smith,28,1.09
4421,Todd Peterson,28,8.17
4491,Lois Moser,28,8.13
4753,Clifford Johnson,28,8.21
815,Nancy Cruz,28,7.42
407,Larry Smith,28,7.99
348,Joshua Cavaretta,28,1.32
4959,Lucy Gabriel,28,8.03
4721,Sarah Josilowsky,28,5.08
291,Vicente Jordan,28,6.83
617,Gail Kelly,28,6.84
4565,Gary Gibson,28,6.93
4720,Ramon Headley,28,7.53
358,Roberto Cecil,28,1.86
357,Nancy Mcgovern,28,2.42
4975,Kati Starbuck,28,5.66
345,Haley Vargas,28,5.54
658,Edward Burford,28,0.39
908,Gwendolyn Furman,28,6.03
634,William Hebner,28,3.69
4545,Karl Boyd,28,6.38
975,Mildred Irving,28,3.38
854,Catherine Meeter,28,3.42
4919,Geraldine Loffler,28,1.55
4492,Tammy Thorpe,28,8.21
4922,Brenna Roark,28,1.84
4534,Charles Montgomery,28,3.3
4547,Jacob Plourde,28,9.88
4717,Sandra Julian,28,1.71
4587,Shalon Ash,28,6.97
334,Melissa Staples,28,5.52
4728,David Campbell,28,6.72
596,Anthony Griffin,28,9.16
871,Rebecca Pugh,28,1.26
3685,Heather Frierson,27,7.95
4729,Jesse Bartram,27,4.92
2010,Connie Chapman,27,4.11
1863,Joseph Swanson,27,7.4
3557,Salvador Fenton,27,5.16
1866,William Maynard,27,5.54
1854,Van Henderson,27,1.95
3535,Claudia Ruelas,27,1.41
3552,Rodolfo Saeteun,27,5.51
220,Ernestine Streeter,27,8.93
3695,Crystal Jackson,27,5.4
645,Concepcion Blake,27,1.5
92,Irene Bennett,27,5.12
1847,Alice Mckee,27,0.01
4646,Frank Solano,27,2.92
3638,Susan Maxwell,27,2.4
98,Martha Washington,27,6.44
3650,John Vance,27,7.33
3605,Lynne Christian,27,8.27
1944,Anita Shaw,27,7.59
4700,Kenneth Schmitt,27,9.07
1945,Luis Bras,27,1.72
1954,Howard Reedy,27,8.25
1808,David Solomons,27,6.72
3594,Daniel Poulsen,27,7.36
3608,Jeanne Miles,27,8.87
1960,Melissa Wendt,27,3.43
664,Victor Martinez,27,0.86
661,Ina Bentley,27,3.12
3622,Latisha Grubbs,27,0.13
998,Jody Gilpatrick,27,6.4
1974,Joe Smith,27,4.52
1905,Jose Beacham,27,7.08
303,Clara Landon,27,7.21
1895,Gaynelle Alba,27,4.48
691,Steven Szmidt,27,4.75
652,Michael Clark,27,9.81
3563,Wade Owens,27,6.02
3640,Megan Smith,27,2.6
1888,Andrew Macon,27,2.09
3647,Howard Gibney,27,2.22
3649,Cheryl Nelson,27,0.11
694,David Race,27,5.4
1809,Frederick Lipscomb,27,8.7
1717,Jason Dohrman,27,3.96
3701,Jose Collazo,27,6.99
1498,Lewis Alexander,27,2.42
1502,Carl Jones,27,1.88
74,Richard Johnson,27,9.71
1534,Edith Campos,27,0.55
806,Jacqueline Fairfax,27,9.6
1546,Terry Otoole,27,4.82
3928,Roger Brown,27,7.62
77,Ella Angel,27,3.36
802,Terisa Pipes,27,0.92
1571,Richard Blanchard,27,4.61
799,Virginia Wilkinson,27,8.06
1586,Gina Caddell,27,2.37
3893,Teresa Vestal,27,0.51
3889,Raymond Blassingame,27,4.16
3886,Shirley Trent,27,3.54
1605,Eleanor Vo,27,3.45
1608,Leigh Fragoso,27,3.14
3879,Rebecca Hardcastle,27,2.95
3969,Luis Jarvis,27,1.63
4573,James Roper,27,8.92
1797,Jennifer Evans,27,9.93
4570,Krystal Coster,27,5.2
69,Kevin Letson,27,8.76
1424,Charles Pena,27,8.76
4031,Norma Terrazas,27,6.21
846,Susanne Wolfe,27,1.69
71,Jason Mcmullan,27,3.17
841,Aurelia Graham,27,6.38
1456,David Capdeville,27,1.6
835,Mary Hulse,27,2.49
1461,Amanda Conners,27,4.09
4009,Mary Mcgowen,27,8.57
1467,David Utterback,27,7.87
4007,Elizabeth Wolff,27,7.76
4004,Maria Ault,27,3.64
4001,Nadine Johnson,27,3.82
3997,Donald Delisi,27,3.74
3995,Blaine Frey,27,1.54
3987,Karen Carrillo,27,4.58
4588,Monique Weber,27,7.82
4592,Roy Worsham,27,6.94
3867,Julie Hollen,27,6.88
3862,John Tennant,27,5.75
1727,Lillian Ortega,27,7.87
3780,Linda Deschamps,27,5.35
1734,Larry Lucas,27,3.72
1737,Nicholas Ciaccio,27,2.33
3763,Tom Dibartolomeo,27,7.29
747,Magdalena Mcclure,27,0.27
3756,Barbara Wheeler,27,8.24
745,Sabrina Pierce,27,9.79
744,Eugene Plummer,27,0.74
1751,Tricia Billings,27,8.39
1764,Ronald Moore,27,7.01
3741,Mark Robertson,27,4.65
736,Andrew Kemp,27,0.77
735,Paul Klein,27,3.84
734,Sara West,27,4.52
728,Jeri Simpson,27,6.93
727,Kristi Labeau,27,4.08
757,Susan Wagner,27,3.55
2032,Lee Mummert,27,1.41
3789,Jessica Williams,27,6.59
776,Jose Densmore,27,3.62
3860,Naomi Daniel,27,9.22
3852,Louis Green,27,8.38
1648,John Wein,27,1.21
783,Gary Humphrey,27,6.58
3835,Annie Hance,27,5.74
1664,Jeffrey Rosales,27,0.39
3826,Katharine Jones,27,9.87
3813,Sharon Cook,27,0.48
3791,Harry Billiot,27,8.96
1684,Christian Selmer,27,6.01
3803,Wei Taylor,27,6.86
3801,Scott Hiatt,27,8.82
766,Kenneth Young,27,0.6
3794,Ann Keyes,27,4.28
226,Annette Miller,27,2.74
4611,Aimee Moreno,27,8.03
4732,Corey Martinez,27,8.64
995,Billy Keefe,27,3.59
3524,Christopher Pace,27,8.48
3026,Andrew Kelley,27,3.17
3076,Helena Yoder,27,8.68
3075,Ethel Johnston,27,1.99
2542,Tracy Kubik,27,1.23
2562,Florrie Buchman,27,1.52
3051,Rafael Morales,27,9.89
4903,Allen Hearn,27,6.26
3043,Robert Pool,27,1.73
419,Jamie Rowe,27,1.73
2585,James Ortiz,27,8.2
2445,Maria Turner,27,8.41
3016,Manuel Turner,27,6.14
2593,Jerrica Branchaud,27,5.7
409,Alice Laughlin,27,2.4
2600,Robert Blahnik,27,9.16
406,Lisa Stakkeland,27,6.23
2999,Florence Bromley,27,7.93
2619,Michael Plunkett,27,5.04
401,Cherry Nelson,27,8.77
3088,Robert Leonard,27,3.32
2527,James Owens,27,7.61
2522,Kim Clearwater,27,6.31
442,Earl Springer,27,0.11
120,Elizabeth Rogers,27,4.99
2450,Edward Bennett,27,3.24
3170,William Scott,27,4.55
2465,Charles White,27,3.24
3163,Louise Mcdonald,27,3.69
2469,Judy Pyanowski,27,9.67
2476,Wm Crisler,27,1.87
4876,Jackie Wright,27,8.93
3145,Sarah Rivera,27,7.3
451,Natalie Thomas,27,9.94
2497,Eli Sullivan,27,1.15
450,Eugene Tuenge,27,3.13
2504,Athena Hawkins,27,8.73
3112,Robert Greene,27,5.46
3103,Maria Davis,27,2.0
444,Patricia Given,27,7.48
443,James Jahr,27,2.36
4926,Melisa Lawrence,27,4.59
390,Luis Bryant,27,0.51
388,Ella Barrickman,27,4.94
2729,Rose Friend,27,7.39
2882,Anthony Fleming,27,8.13
150,Brian Silvestri,27,3.51
355,Robert Brownlee,27,2.74
2870,Peter Gavenda,27,6.63
2764,Kirsten Gomez,27,5.4
2766,Robert Ortiz,27,6.27
2775,Jeffrey Hansen,27,6.14
146,Adan Hermann,27,2.98
2790,Don Crabill,27,5.34
2794,Esther Stevens,27,3.86
2795,Warren Martinez,27,2.56
2839,Shaun Fischer,27,5.49
2805,Roger Neilsen,27,4.35
145,Gabriel Collins,27,3.24
144,Michael Mays,27,7.87
331,Kari Richardson,27,6.63
330,Shane Baptiste,27,2.12
2889,Andy Price,27,5.4
4961,Mariano Smith,27,7.59
2649,Juan Pittman,27,8.92
4958,Jeffrey Lacefield,27,5.32
2976,Bertha Simpson,27,1.5
2970,Aida Cottrell,27,1.8
382,Holly Rodriguez,27,0.36
2951,Joan Sault,27,0.99
2665,Ethel Howard,27,7.13
2940,Paul Mcgee,27,6.69
2676,Brittany Mason,27,0.06
2677,Willie Davignon,27,1.2
2683,Bennie Richardson,27,5.54
2689,Charles Conn,27,7.77
4949,Alisha Shaw,27,4.43
2918,Phillip Burr,27,7.9
2917,Jacqueline Elliston,27,7.01
2700,Ronald Coleman,27,0.23
2707,Harold Pannenbacker,27,9.78
368,Andrew Willis,27,1.39
2897,Thomas Roberts,27,6.95
3174,Francisco Bousquet,27,6.3
3179,Cassie Rhodes,27,5.1
3519,Yvonne Parker,27,1.14
195,Carly Jensen,27,0.18
2141,Francisco Wall,27,0.8
592,Darcie Giles,27,0.13
3429,Nancy Ludwick,27,7.46
3427,Gerald Mccorkle,27,4.95
589,Jesse Ober,27,6.68
3397,Benny Foster,27,2.63
309,Jennifer Phillips,27,1.78
2169,Robert Howard,27,8.0
3392,Brian Manfred,27,6.57
4858,Alvin Demik,27,8.68
3387,Mei Roswick,27,5.68
584,Heidi Landa,27,7.72
3382,Floyd Elliott,27,1.3
2183,Belinda Mejia,27,2.14
577,Louie Meador,27,3.04
2185,Nelson Heer,27,7.23
2187,Edward Petersen,27,8.67
2192,Marilyn Pina,27,4.44
593,Erin Coulter,27,1.48
2131,Bobby Mateo,27,1.35
2130,Melody Trantham,27,3.5
2128,Anthony Miller,27,6.21
2046,Herbert Saunders,27,3.32
3516,Eliseo Geffrard,27,2.08
628,Patricia Hoggatt,27,1.65
19,John Lucia,27,7.7
4740,Gretchen Ogden,27,1.58
2075,Gail Pena,27,3.11
4749,Jerry Rodriguez,27,9.66
200,Randall Kelly,27,2.64
3481,Sheila Desilva,27,3.14
2089,Debbie Pittman,27,9.52
3469,Susan Nunnally,27,10.0
3466,Donna Ali,27,7.41
16,Kelly Lawson,27,9.45
2107,Bernard Mcmaster,27,4.24
2111,Garland Vasquez,27,2.99
3448,George Hart,27,4.85
2126,Felton Ross,27,6.34
2196,Annie Berry,27,1.4
569,Edna Mcdonald,27,4.03
3364,Herbert Mckenzie,27,7.63
2340,Paul Jaime,27,6.87
3265,Donald Cain,27,7.72
2348,Hazel Namm,27,7.01
4842,Edward Craft,27,0.1
2353,Claude Mcginnes,27,6.87
3262,Amanda Taylor,27,7.22
178,Tiffany Daniels,27,6.96
2369,Sherry Zamora,27,5.27
2380,Rosa Yazzie,27,0.39
3215,Lauren Funston,27,3.73
2395,Tona Hinton,27,3.8
3211,Carolyn Thomas,27,7.95
4845,Verna Widen,27,8.6
491,Morris Phu,27,9.59
2412,Jeremy Brown,27,2.63
487,Alecia Sheehan,27,6.52
483,Willie Carlson,27,9.21
3184,Edna Martinez,27,5.87
3266,Anthony Castillo,27,4.44
513,Jaime Jette,27,4.24
4786,Noah Quincel,27,0.44
4835,Anthony Mangone,27,9.3
2210,Sara Johnson,27,0.45
108,Douglas Cardero,27,4.84
562,Dorothy Dueber,27,6.34
3340,Corinna Plescia,27,4.07
4796,Florence Holmes,27,2.26
4799,Lisa Hairston,27,7.89
110,Sharon Rowley,27,9.79
3323,Ronald Johnston,27,3.37
3321,Nicholas Smith,27,3.74
4807,David Reid,27,3.53
2270,Pearl Ned,27,5.24
2300,Flora Hudgens,27,6.71
3289,Margareta Johnston,27,6.81
2311,Marion Emerson,27,2.21
4834,Kenneth Newport,27,9.81
2326,Laura Anderson,27,1.52
3274,John Cushing,27,1.11
3436,Carol Lovern,27,7.07
1575,Steven Ruiz,27,3.49
4518,Karl Hunter,27,2.55
4166,Sacha Casto,27,8.15
1183,Kandra Heffner,27,1.76
867,Aaron Church,27,3.22
49,Mary Adams,27,5.36
4252,Vivian Granville,27,0.98
1330,Julie Scheller,27,8.41
4254,Robert Lugo,27,0.99
4099,Tommie Nolie,27,7.6
1175,Robert Marsh,27,3.94
1114,Mary Martinez,27,6.85
4097,Jeremy Timmerman,27,9.19
1173,Elsie Mcbee,27,0.14
1051,David Lopez,27,1.13
4473,Vincent Emmanuel,27,8.29
4481,Jennifer Burger,27,5.0
1170,Robert Kuehne,27,4.65
4165,Paul Vansice,27,1.97
1386,Maxine Colter,27,8.39
4182,Brian Carr,27,0.87
988,Matthew Smith,27,6.92
4307,Pat Bell,27,0.81
4514,Robert Minjares,27,3.32
1052,Rodney Lambert,27,4.27
1333,Virgil Pappas,27,0.82
933,Mary Pulliam,27,2.03
4308,Brian Braxton,27,8.19
932,Brittany Haga,27,1.51
4230,Craig Bowden,27,1.38
4231,Teresa Clenney,27,7.04
1102,Kathleen Farber,27,5.86
4444,Amanda Hudson,27,0.84
33,Kristi Brown,27,5.84
4427,Laura Appleton,27,3.21
1205,Ardis Buckingham,27,4.36
1277,Eloise Jandres,27,8.16
4330,Lucille Thurman,27,7.72
4175,Helen Brevig,27,6.5
1198,Francisco Ivory,27,1.22
4122,Gary Simmons,27,5.72
4349,Dorothy Keating,27,2.62
4479,Hilda Spitler,27,7.31
1345,Thomas Willoughby,27,0.35
4426,Mary Oneil,27,7.86
4377,Samuel Weaver,27,1.46
4403,Melody Whitlock,27,5.43
1220,James Leon,27,4.16
4310,Maria Dixon,27,9.03
1187,Raymond Ford,27,1.05
1292,Anna Whatley,27,4.05
4173,Karen Sobers,27,1.35
4085,Robert Johnston,27,5.53
4293,Adela Ballinger,27,2.65
1087,Mari Brownie,27,1.63
262,Laura Walker,27,6.04
1394,George Farah,27,2.82
54,Brandon Pace,27,3.95
1153,Lauren Holland,27,8.85
910,William Gilbert,27,0.25
4191,Amanda Hefner,27,4.62
4394,Janey Hawkins,27,3.24
4513,Orval Burke,27,2.73
1134,Jennifer Copeland,27,5.35
4398,Keith Rose,27,6.92
4369,Kristen Bise,27,0.29
4147,Catherine Chavis,27,7.31
978,Sharon Robinson,27,5.95
1235,Shirley Martinez,27,5.0
1080,Reginald Cary,27,7.6
4342,Esmeralda Ramsey,27,9.46
4509,Anita Mcbride,27,7.87
1045,Louis Parisi,27,5.65
4490,Nathaniel Menzies,27,5.99
4185,Eric Walker,27,9.23
981,Johnny Boss,27,5.86
4160,Gilbert Hosea,27,8.66
1076,Jason Griswold,27,6.44
4487,Letha Whiteford,27,2.01
4503,Marian Vaughn,27,3.46
1322,Virgil Jones,27,6.72
4468,Celia Thornton,27,4.77
4364,Ricardo Kitchen,27,8.1
4161,Eric Murphey,27,8.68
4116,Hector Brown,27,8.69
1028,Paul Godsey,27,6.14
4081,Felicia Williams,27,4.98
3632,Marjorie Whitsett,26,1.13
4352,Maureen Wallace,26,5.04
428,Patricia Hutt,26,1.04
649,Mary Kirby,26,3.14
214,Eric Jackson,26,0.51
417,Juanita Bass,26,8.22
1241,Loretta Davis,26,6.09
1908,Freddie Justice,26,3.65
1949,Brian Tam,26,0.43
3562,Adell Richter,26,1.92
3062,Frances Turner,26,8.6
3565,Bobbie Reinke,26,6.54
1914,Catherine Chandler,26,4.56
687,Carolyn Daggett,26,4.2
3609,Michael Blackshire,26,5.89
3601,Thomas Trigg,26,0.84
3637,Jean Wylie,26,7.22
682,Dianne Wormley,26,9.51
4190,Dick Cox,26,1.29
4348,Robin Garcia,26,4.76
2558,Katherine Powell,26,1.64
1923,Roosevelt Nisbet,26,1.47
3038,Gary Mejia,26,1.1
52,Richard Curley,26,4.96
1917,Sabrina Penn,26,8.82
4711,Robert Patrick,26,5.5
1257,Richard Wright,26,1.75
3583,Margert Stewart,26,8.96
2568,Juan Stanfa,26,2.91
211,Darren Moscato,26,1.38
4896,William Eatmon,26,0.86
1077,Holly Peart,26,7.45
2548,Eddie Hoy,26,1.85
3624,Robert Main,26,5.74
4493,Robert Homma,26,1.53
1940,James Vann,26,7.58
3459,Clarence Kibler,26,1.64
4174,Eva Milano,26,4.33
1273,Kimberly Gardner,26,3.19
4639,Starla Matthews,26,0.62
2631,Karen Patterson,26,2.97
1798,Tristan Hankinson,26,7.99
3716,Lourdes Francis,26,2.66
730,James Victoria,26,7.97
1786,Maria Pompey,26,6.15
1784,Peggy Scheel,26,2.45
1783,George Foss,26,3.71
1299,Felicita Powell,26,2.72
4504,Ruben Epperson,26,1.22
4931,Bonnie Kilpatrick,26,4.0
1771,Henry Williams,26,9.82
1769,Mary Barnes,26,7.13
3740,Brandi Koski,26,9.1
4151,Scott Plummer,26,9.7
3742,Donald Galindo,26,8.31
3743,Sheila Legore,26,3.28
1760,Donald Picken,26,4.56
4622,Jose Marano,26,9.33
257,Oliver Gilmore,26,4.5
4621,Vincent Worthington,26,5.05
1307,George Key,26,8.76
301,Antonina Hickman,26,1.73
55,Giovanna Burchill,26,9.27
749,James Phillips,26,3.88
752,Pamela Velasquez,26,2.44
3772,Charles Mcclintock,26,9.52
891,Holly Wolfe,26,9.05
3775,Traci Goodson,26,8.39
1804,Norman Sewell,26,7.66
1811,Marni Sutter,26,7.85
2993,Rafael Truesdale,26,3.19
1852,Patricia Finnie,26,8.41
1274,Thomas Bossey,26,3.61
4915,Alexander Becker,26,8.91
4502,Lamar Leblanc,26,4.05
1276,Jonathan Brown,26,3.45
4463,Sandra Rosner,26,1.67
1279,Joshua Root,26,2.74
1871,Sarah Haddix,26,5.33
4171,Carol Wilson,26,3.92
3655,Michael Wolfe,26,9.61
4918,Robert Gore,26,8.54
408,Meghan Swain,26,9.0
2603,Micheal Kelley,26,4.72
3665,Margaret Phillips,26,8.03
3009,Walter Becknell,26,9.4
897,Rafael Shanks,26,5.03
1849,Robert Rockett,26,6.55
208,Shane Hernandez,26,5.14
4167,Vickie Black,26,2.89
3006,Mark Ruiz,26,1.39
1838,Claudia Schwalb,26,6.72
1837,Daniel Chapman,26,4.23
1286,Laura Robinson,26,0.66
285,Dale Mays,26,1.05
2998,Robert Sprung,26,5.27
1821,Derrick Finn,26,9.89
404,Rebecca Dishner,26,9.05
1818,Matthew Turner,26,8.86
3694,Charles Breaud,26,6.46
4200,Michael Stern,26,4.24
3107,Adriana Lockwood,26,2.4
1994,Vito Caldwell,26,8.89
940,Sacha Boesiger,26,6.7
2225,Beth Gallegos,26,9.56
3342,Dawn Spear,26,8.09
4850,Laura Guerrero,26,3.29
2247,Claire Bundy,26,1.36
2248,Dana Robinson,26,9.41
1163,Kenneth Ward,26,7.43
550,George Senn,26,5.67
4856,Christin Claiborne,26,1.49
2260,Damon Reid,26,0.4
2264,Erin Bryant,26,8.35
176,Ethel Millsaps,26,5.91
4806,John Heard,26,8.37
545,Megan Jones,26,7.22
543,Doris Smudrick,26,0.42
1116,Victor Tice,26,8.45
193,Floyd Stribling,26,7.2
2458,Susan Dillman,26,9.94
471,Joe Evans,26,8.04
3404,Anthony Allan,26,2.71
3400,Maryann Ford,26,2.96
2178,Karen Kimble,26,7.39
271,Deb Watson,26,5.0
2181,Charles Lopez,26,9.56
583,Robert Burrell,26,5.83
474,David Stewart,26,8.84
4448,John Pridemore,26,8.12
3178,Patrice Hopkins,26,8.2
4779,Randolph Palumbo,26,8.6
2437,Patrick Guimond,26,0.3
3368,Reyna Dehart,26,0.03
4782,Cindy Henricks,26,4.07
4785,Ada Gates,26,9.42
2276,William Pierce,26,1.88
4300,Deborah Bartelt,26,5.26
4808,Lisa Danger,26,8.64
511,William Bartsch,26,8.42
3242,Juan Ross,26,9.28
2325,Jefferson Klase,26,0.76
272,Kristie Brand,26,7.37
3270,William Sappington,26,6.02
